Observation GUID	Påträffad	Taxon ID	Vetenskapligt namn	Svenskt namn	Taxonkategori	Organismgrupp	Rödlistekategori	Observationens skyddsklass	Startdatum	Slutdatum	Starttid	Sluttid	WGS84 decimal (lat)	WGS84 decimal (lon)	SWEREF99TM X (öst)	SWEREF99TM Y (nord)	Geodetiskt datum	Koordinatnoggrannhet (m)	Lokal	Församling	Kommun	Län	Landskap	Observatör	Antal individer	Organismkvantitet	Organismkvantitetsenhet	Stadium/ålder	Kön	Aktivitet (Artportalen)	Verifieringsstatus	Osäker artbestämning	Aldrig funnen	Ej återfunnen	Projekt1 Namn	Dataset namn	Diffuserad	Skyddad
urn:lsid:artportalen.se:sighting:72534696	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2018-07-31	2018-07-31			58.61902	16.35432	578663	6498425	EPSG:4326	100	Djurön, P-plats Bråborg, Ög	Dagsberg	Norrköping	Östergötland	Östergötland	Mats Hjelte				imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:79663941	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2019-08-24	2019-08-24	09:00	10:30	56.58215	16.62937	600082	6272062	EPSG:4326	100	Lucernfält, Sandby, Sandby kyrka, Öl	Sandby	Mörbylånga	Kalmar	Öland	Magnus Larsson	5	5					Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:79653629	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2019-08-29	2019-08-29	09:50	12:30	63.78058	20.23622	757902	7083146	EPSG:4326	500	T-vägen,Degernäs, Vb	Umeå socken	Umeå	Västerbotten	Västerbotten	Ralf Norberg	1	1				friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:80889314	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2019-07-29	2019-07-29			59.0698	16.6497	594581	6548993	EPSG:4326	100	Rosenhäll, Srm	Flen	Flen	Södermanland	Södermanland	Jenny Schön	1	1	ex.	imago/adult		födosökande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:80759422	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2019-07-01	2019-07-01	12:00	13:00	59.67905	17.38612	634360	6618084	EPSG:4326	5	Hjälstavikens NR, Upl	Hjälsta	Enköping	Uppsala	Uppland	Pavel Bina	2	2	ex.	imago/adult		friflygande	Ovaliderad	False	False	False	Svensk Dagfjärilsövervakning	Artportalen	False	False
urn:lsid:artportalen.se:sighting:79894983	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2018-06-30	2018-06-30	11:36	11:51	58.437	14.90208	494283	6477368	EPSG:4326	25	Vadstena, Bjälbovägen 63, Ög	Vadstena	Vadstena	Östergötland	Östergötland	Anders Göthberg	1	1	ex.	imago/adult	hane	friflygande	Ovaliderad	False	False	False	Svensk Dagfjärilsövervakning	Artportalen	False	False
urn:lsid:artportalen.se:sighting:79894997	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2018-06-28	2018-06-28	14:46	15:01	58.437	14.90208	494283	6477368	EPSG:4326	25	Vadstena, Bjälbovägen 63, Ög	Vadstena	Vadstena	Östergötland	Östergötland	Anders Göthberg	2	2	ex.	imago/adult	i par	friflygande	Ovaliderad	False	False	False	Svensk Dagfjärilsövervakning	Artportalen	False	False
urn:lsid:artportalen.se:sighting:79645688	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2019-08-27	2019-08-27	13:00	15:30	57.50539	11.9876	319526	6377649	EPSG:4326	500	Kyrkobyn, Hl	Släp	Kungsbacka	Halland	Halland	Uno Unger	1	1		imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:79772957	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2019-09-04	2019-09-04			57.40597	15.84934	551031	6362897	EPSG:4326	387	Korridor öster om järnvägen, Hagelsrum, Målilla, Sm	Målilla	Hultsfred	Kalmar	Småland	Mattis Arveström	1	1					Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:79417427	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2019-08-12	2019-08-12			58.68474	17.01748	616955	6506708	EPSG:4326	25	Basttorpsskogen vid Basttorpsvägen, Srm	Oxelösund	Oxelösund	Södermanland	Södermanland	Hans Rydberg							Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:80072738	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2019-09-13	2019-09-13			56.84064	16.66328	601467	6300880	EPSG:4326	100	Svarteberga, Öl	Räpplinge	Borgholm	Kalmar	Öland	Bert Gustafsson							Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:80354023	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2019-07-03	2019-07-03			58.99851	15.83796	548144	6540187	EPSG:4326	75	Lörtorp S 425 m, Ög	Skedevi	Finspång	Östergötland	Östergötland	Jan-Erik Axelsson, Mirjam Ideström				imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:77115611	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2018-09-08	2018-09-08			59.66415	17.6555	649590	6617002	EPSG:4326	1000	Hagbyholm, Upl	Haga	Sigtuna	Stockholm	Uppland	Klara Helander, Anders Helander				imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:77295459	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2019-04-22	2019-04-22	13:00	13:00	55.66182	13.53372	407758	6169417	EPSG:4326	100	Vombs Vattenverk, Sk	Vomb	Lund	Skåne	Skåne	Anders Carlberg, Håkan Persson	1	1		imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:77266142	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2019-04-19	2019-04-19			55.66005	13.57605	410417	6169164	EPSG:4326	500	Vomb  SK, Sk	Vomb	Lund	Skåne	Skåne	Båtel Enekvist	1	1					Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:77575524	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2019-05-06	2019-05-06	09:25	12:25	59.8177	17.67691	650106	6634141	EPSG:4326	25	Nåntunalund, Upl	Danmark	Uppsala	Uppsala	Uppland	Owe Rosengren, Tor Jonzon, Håkan Lernefalk, Niklas Hjort, Patrick Fritzson, Åke Berg	2	2		imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:77476154	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2019-04-29	2019-04-29			56.14785	12.71916	358306	6224878	EPSG:4326	400	Myregropen våtmark, Västraby, Sk	Kattarp	Helsingborg	Skåne	Skåne	Karl-Erik Söderqvist	4	4	ex.			friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:77762464	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2019-05-14	2019-05-14			56.40229	12.80822	364739	6253010	EPSG:4326	500	Fäladsmarker, V Sinarpsdalen, Sk	Västra Karup	Båstad	Skåne	Skåne	Bengt Hertzman	5	5				friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:77774644	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2019-05-15	2019-05-15			59.25239	17.97666	669727	6571947	EPSG:4326	250	Milsten, Srm	Huddinge	Huddinge	Stockholm	Södermanland	Anneli Kihl, Staffan Kihl	1	1		imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:77795575	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2019-05-16	2019-05-16	09:50	10:30	59.81714	17.77602	655663	6634308	EPSG:4326	50	Linnés Hammarby, Upl	Danmark	Uppsala	Uppsala	Uppland	Owe Rosengren, Patrick Fritzson, Niklas Hjort, Håkan Lernefalk	2	2		imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:77984076	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2019-05-16	2019-05-16	13:45	16:08	58.16662	14.61867	477565	6447324	EPSG:4326	25	Gumby-Bultsbol, Ög	Ödeshög	Ödeshög	Östergötland	Östergötland	Björn Gunnarsson	1	1	ex.	imago/adult			Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:77835287	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2019-05-18	2019-05-18			65.26308	19.6598	717421	7245811	EPSG:4326	50	Glommersträsk, Glommersträsk, Pi lm	Arvidsjaur	Arvidsjaur	Norrbotten	Pite lappmark	Anneli Karlsson	4	4					Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:76654993	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2018-05-09	2018-05-09			56.9957	16.45641	588480	6317850	EPSG:4326	250	Tokö, Sm	Mönsterås	Mönsterås	Kalmar	Småland	Jan Henriksson	1	1					Ovaliderad	False	False	False	Uppföljning av dagfjärilar i skyddade områden i Kalmar län	Artportalen	False	False
urn:lsid:artportalen.se:sighting:76655055	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2018-05-10	2018-05-10			57.38592	16.09438	565790	6360875	EPSG:4326	250	Krokshult 1, Björkhagen mm, Sm	Kristdala	Oskarshamn	Kalmar	Småland	Jan Henriksson	1	1	ex.				Ovaliderad	False	False	False	Uppföljning av dagfjärilar i skyddade områden i Kalmar län	Artportalen	False	False
urn:lsid:artportalen.se:sighting:77586057	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2019-05-06	2019-05-06			55.99981	12.76407	360563	6208315	EPSG:4326	100	Raus ka, Rååns dalgång, HBG, Sk	Helsingborg	Helsingborg	Skåne	Skåne	Karl-Erik Söderqvist	4	4	ex.			friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:76165795	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2018-07-16	2018-07-16			55.61442	13.47197	403758	6164226	EPSG:4326	25	Enehusa, Sk	Veberöd	Lund	Skåne	Skåne	Rolf Spångberg	20	20	ex.				Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:77438665	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2019-04-30	2019-04-30	12:45	13:00	58.70599	13.78851	429807	6507949	EPSG:4326	25	Sjukhusbacken, Ekudden, Mariestad, Vg	Leksberg	Mariestad	Västra Götaland	Västergötland	Per-Olof Bengtsson	5	5	ex.	imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:77339306	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2019-04-27	2019-04-27	11:00	13:00	61.84416	16.56876	582581	6857817	EPSG:4326	150	Spångmyra, Hls	Bjuråker	Hudiksvall	Gävleborg	Hälsingland	Arnold Larsson	1	1		imago/adult	hane	friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:77314775	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2019-04-26	2019-04-26			56.16838	12.79195	362901	6227015	EPSG:4326	200	Rögle säteri sumpskogen, Välinge, Sk	Välinge	Helsingborg	Skåne	Skåne	Karl-Erik Söderqvist	6	6	ex.			födosökande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:77328990	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2019-04-24	2019-04-26			56.14952	12.73561	359335	6225030	EPSG:4326	300	Tursköp, Västraby, Sk	Kattarp	Helsingborg	Skåne	Skåne	Karl-Erik Söderqvist	4	4	ex.			friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:77769317	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2019-05-13	2019-05-13	15:20	16:25	57.63295	11.90429	315185	6392065	EPSG:4326	200	Torstens ås, Vg	Göteborg	Göteborg	Västra Götaland	Västergötland	Uno Unger	1	1		imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:77986061	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2019-05-24	2019-05-24			59.56425	17.94275	666258	6606567	EPSG:4326	323	Hargs ängar, Upl	Skånela	Sigtuna	Stockholm	Uppland	Göran Frisk, Kristina Nygren Frisk	5	5		imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:77797109	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2019-05-16	2019-05-16	11:55	12:55	58.11891	11.48063	292721	6447358	EPSG:4326	400	Boxvik, Boh	Tegneby	Orust	Västra Götaland	Bohuslän	Thomas Liebig	1	1		imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:78245976	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2019-06-05	2019-06-05			58.13665	16.39689	582250	6444776	EPSG:4326	200	Edsviken, Skrickerum, Sm	Hannäs	Åtvidaberg	Östergötland	Småland	Mats Oldenborg	2	2		imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:78203973	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2019-06-02	2019-06-02			62.35921	16.66419	586131	6915306	EPSG:4326	500	Intaget, Intaget, Stöde, Mpd	Stöde	Sundsvall	Västernorrland	Medelpad	Linnea Helmersson, Bertil Helmersson						friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:78200672	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2019-06-02	2019-06-02			61.3822	17.03473	608713	6807055	EPSG:4326	50	Skallsgård mot hockellöt, Hls	Norrala	Söderhamn	Gävleborg	Hälsingland	Alf Bjarne Roland Pallin	1	1					Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:78270482	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2019-06-06	2019-06-06	13:15	13:50	64.26666	20.61647	771821	7138745	EPSG:4326	250	Långsjön,Överklinten, Vb	Bygdeå	Robertsfors	Västerbotten	Västerbotten	Ralf Norberg	10	10				friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:78324881	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2019-06-09	2019-06-09	10:35	10:35	65.64565	22.01245	822149	7298404	EPSG:4326	400	Djursjukhuset, Gammelstad, Nb	Nederluleå	Luleå	Norrbotten	Norrbotten	Ulf P Eriksson	4	4		imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:78629775	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2019-06-27	2019-06-27			67.1865	20.75195	748584	7463685	EPSG:4326	100	Koskullskulle Myran gammal äng, Lu lm	Gällivare	Gällivare	Norrbotten	Lule lappmark	Vivi Eriksson, Maj Aspebo	1	1				friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:78627344	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2019-06-27	2019-06-27	14:20	14:20	58.40198	13.8296	431598	6474060	EPSG:4326	25	Blåbärsstigen,Skövde, Vg	Skövde	Skövde	Västra Götaland	Västergötland	Mikael Holst	2	2					Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:78619319	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2019-06-05	2019-06-05			58.9242	16.27825	573597	6532315	EPSG:4326	100	Röstorp, Srm	Stora Malm	Katrineholm	Södermanland	Södermanland	Håkan Lernefalk	1	1					Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:77921145	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2019-05-21	2019-05-21			59.90266	17.85456	659655	6644012	EPSG:4326	250	Frötuna viltvatten, Funbosjön, Upl	Rasbo	Uppsala	Uppsala	Uppland	Samuel Persson	2	2				friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:78114671	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2019-05-30	2019-05-30			57.54013	18.14233	688076	6381866	EPSG:4326	1000	NasumeMyr Tofta, Gtl	Tofta	Gotland	Gotland	Gotland	Båtel Enekvist	2	2					Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:78031623	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2019-05-26	2019-05-26			57.74311	11.93287	317445	6404244	EPSG:4326	150	Läkesbacken, Hisingsparken, Vg	Tuve	Göteborg	Västra Götaland	Västergötland	Pernilla Brandt	1	1		imago/adult			Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:78015384	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2019-05-24	2019-05-24	10:30	11:30	58.66835	16.27364	573873	6503825	EPSG:4326	100	Hammaren, Getå, Ög	Kvillinge	Norrköping	Östergötland	Östergötland	Mats Hjelte	4	4		imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:78050002	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2019-04-26	2019-05-18			58.1964	14.9116	494804	6450579	EPSG:4326	50	Sandkulla Björneberg inäga, Ög	Rinna	Boxholm	Östergötland	Östergötland	Niklas Johansson	1	1					Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:78175984	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2019-06-02	2019-06-02	12:00	12:00	65.88023	21.67478	803906	7322741	EPSG:4326	50	Övre Buddbyn 111, Nb	Överluleå	Boden	Norrbotten	Norrbotten	Mats Bergquist, Ulf P Eriksson	1	1				friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:77735821	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2019-05-13	2019-05-13			56.1617	12.8759	368090	6226108	EPSG:4326	802	Örjabäcksleden Ausås, Ausås, Sk	Ausås	Ängelholm	Skåne	Skåne	Karl-Erik Söderqvist	5	5	ex.			födosökande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:77854999	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2019-05-11	2019-05-11			59.66415	17.6555	649590	6617002	EPSG:4326	1000	Hagbyholm, Upl	Haga	Sigtuna	Stockholm	Uppland	Klara Helander, Anders Helander				imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:77678816	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2019-05-11	2019-05-11			58.19924	16.57768	592732	6451978	EPSG:4326	250	Sörbyäng, Ög	Valdemarsvik	Valdemarsvik	Östergötland	Östergötland	Rolf Kokkonen	1	1		imago/adult		födosökande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:77678723	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2019-05-11	2019-05-11	11:30	12:00	58.94283	16.18106	567965	6534286	EPSG:4326	100	Betesmark SV Kvarnstugan, Srm	Östra Vingåker	Katrineholm	Södermanland	Södermanland	Krister Aronsson						friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:77662343	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2019-05-10	2019-05-10			60.1419	17.70115	649990	6670281	EPSG:4326	10	Åkra korset, Upl	Vendel	Tierp	Uppsala	Uppland	Göran Frisk, Kristina Nygren Frisk	1	1		imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:77872189	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2019-05-19	2019-05-19			59.2769	16.54514	588053	6571906	EPSG:4326	100	Skallbergsgården, Srm	Ärla	Eskilstuna	Södermanland	Södermanland	Anna Struwe	2	2				frispringande/krypande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:77715697	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2019-05-01	2019-05-01			59.39645	13.46191	412656	6585208	EPSG:4326	150	Södra Sanna, skjutbanan, Vrm	Karlstad	Karlstad	Värmland	Värmland	Jörgen Persson	1	1	ex.	imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:77731554	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2019-05-13	2019-05-13	12:45	12:45	59.70004	16.05073	559135	6618474	EPSG:4326	50	Lisjö ängar V, Vstm	Sura	Surahammar	Västmanland	Västmanland	Tom Sävström	2	2		imago/adult			Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:77899746	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2019-05-20	2019-05-20	13:40	14:00	55.68679	13.23375	388960	6172635	EPSG:4326	200	Råbydammen, St. Råby, Lund, Sk	Stora Råby	Lund	Skåne	Skåne	Sigvard Svensson	10	10		imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:78592361	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2019-06-02	2019-06-02			58.07545	16.34037	579058	6437896	EPSG:4326	500	Fieberg, Sm	Ukna	Västervik	Kalmar	Småland	Tuomo Kolehmainen	2	2					Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:78936183	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2019-07-14	2019-07-14			59.74566	16.30151	573149	6623804	EPSG:4326	1000	Skogsväg Hälsingtorp-Bångmossen, Vstm	Skultuna	Västerås	Västmanland	Västmanland	Kjetil Jensen	2	2		imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:78920236	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2019-07-08	2019-07-08			67.45147	22.05213	801240	7498859	EPSG:4326	100	Masungsbyn, T lm	Jukkasjärvi	Kiruna	Norrbotten	Torne lappmark	Martin Sjödahl, Patrik Hall							Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:78782469	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2019-06-28	2019-06-28	13:00	14:00	57.30133	12.43441	345429	6353842	EPSG:4326	200	Fridhem Istorp, Vg	Istorp	Mark	Västra Götaland	Västergötland	Eva Andersson	1	1		imago/adult		födosökande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:78759848	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2019-07-05	2019-07-05	10:40	11:50	58.22404	12.03747	326017	6457479	EPSG:4326	750	Vargfjället, Bredfjället, Boh	Grinneröd	Uddevalla	Västra Götaland	Bohuslän	Thomas Liebig, Magnus Larsson	1	1		imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:79117170	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2019-07-27	2019-07-27			57.79821	14.52294	471643	6406344	EPSG:4326	100	Dala, Sm	Järsnäs	Jönköping	Jönköping	Småland	Johan Wallander	2	2		imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:79128713	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2019-07-28	2019-07-28	13:20	14:00	58.40756	12.05743	328082	6477848	EPSG:4326	50	Torp Lane-Ryr, Lane-Ryr, Boh	Lane-Ryr	Uddevalla	Västra Götaland	Bohuslän	Magnus Larsson, Kerstin Larsson	5	5				vilande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:79141389	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2019-07-29	2019-07-29			57.4109	14.10349	446141	6363481	EPSG:4326	50	gamla soptippen, Skillingaryds dämme, Sm	Tofteryd	Vaggeryd	Jönköping	Småland	Bo Andersson	3	3		imago/adult			Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:78593840	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2019-06-24	2019-06-24			59.49549	16.03124	558392	6595680	EPSG:4326	50	Grusplan V om Timmerkajen, Vstm	Köping	Köping	Västmanland	Västmanland	Ralf Lundmark, Einar Marklund, Tina Nordberg, Kenneth Nordberg	1	1		imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:78571975	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2019-06-23	2019-06-23	13:30	14:10	55.68679	13.23375	388960	6172635	EPSG:4326	200	Råbydammen, St. Råby, Lund, Sk	Stora Råby	Lund	Skåne	Skåne	Sigvard Svensson	2	2		imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:78903127	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2019-07-13	2019-07-13			62.47658	17.30498	618820	6929393	EPSG:4326	10	Skyttberg, Märlo, Timrå, Mpd	Timrå	Timrå	Västernorrland	Medelpad	Lars Olausson	1	1		imago/adult		friflygande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:78936599	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2019-07-13	2019-07-13	11:00	14:00	57.30112	12.43309	345349	6353822	EPSG:4326	125	Fridhem Istorp, Vg	Istorp	Mark	Västra Götaland	Västergötland	Eva Andersson				imago/adult		födosökande	Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:78922727	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2019-07-10	2019-07-10			58.90026	14.47094	469517	6529067	EPSG:4326	400	Stenberget, Vg	Finnerödja	Laxå	Örebro	Västergötland	Robert Almstrand	1	1		imago/adult			Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:78908845	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2019-07-14	2019-07-14	09:10	10:10	60.6142	16.72939	594660	6721061	EPSG:4326	200	Oxbacksmuren, Sandviken, Gstr	Sandviken	Sandviken	Gävleborg	Gästrikland	Sören R. Johansson	3	3		imago/adult			Ovaliderad	False	False	False		Artportalen	False	False
urn:lsid:artportalen.se:sighting:78779052	True	201041	Pieris napi	rapsfjäril	species	Fjärilar	LC	1	2019-07-06	2019-07-06	10:00	11:00	59.2802	15.25909	514764	6571282	EPSG:4326	100	Vattenparken  , Rynningeviken, Nrk	Örebro	Örebro	Örebro	Närke	Leif Sandgren	2	2		imago/adult	i par	parning/parningsceremonier	Ovaliderad	False	False	False		Artportalen	False	False
